#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Yellowstone Lake virophage 5	1557033	PRJNA301259	301259	unclassified virophages	unclassified	29.767	51.1	environment	1	32	32	2014/11/17	2015/11/05	Complete Genome
Cocal virus	50713	PRJNA301158	301158	ssRNA viruses	Rhabdoviridae	11.003	44	invertebrates	1	7	5	2008/06/11	2015/11/05	Complete Genome
Changping Tick Virus 3	1608045	PRJNA301250	301250	ssRNA viruses	unclassified	9.527	50	invertebrates	1	2	2	2015/02/08	2015/11/05	Complete Genome
Trichechus manatus papillomavirus 4	1435497	PRJNA301254	301254	dsDNA viruses, no RNA stage	Papillomaviridae	7.771	48.1	vertebrates	1	6	6	2015/05/04	2015/11/05	Complete Genome
Yellowstone Lake virophage 6	1557034	PRJNA301258	301258	unclassified virophages	unclassified	24.837	26.8	environment	1	29	29	2014/11/17	2015/11/05	Complete Genome
Wuhan Tick Virus 2	1608138	PRJNA301302	301302	ssRNA viruses	unclassified	11.395	47.4	invertebrates	1	3	3	2015/02/08	2015/11/05	Complete Genome
Tacheng Tick Virus 4	1608086	PRJNA301249	301249	ssRNA viruses	unclassified	10.815	51.7	invertebrates	1	3	3	2015/02/08	2015/11/05	Complete Genome
Sewage-associated circular DNA virus-2	1519391	PRJNA301253	301253	unclassified viruses	unclassified	2.531	43.7	environment	1	2	2	2014/07/19	2015/11/05	Complete Genome
Yellowstone Lake virophage 7	1557035	PRJNA301257	301257	unclassified virophages	unclassified	23.193	27.3	environment	1	26	26	2014/11/17	2015/11/05	Complete Genome
Andrographis yellow vein leaf curl virus	1738045	PRJNA301301	301301	ssDNA viruses	Geminiviridae	2.754	43.7	plants	1	5	5	2014/09/19	2015/11/05	Complete Genome
Tacheng Tick Virus 5	1608087	PRJNA301248	301248	ssRNA viruses	unclassified	10.017	48.8	invertebrates	1	2	2	2015/02/08	2015/11/05	Complete Genome
Bole Tick Virus 3	1608042	PRJNA301252	301252	ssRNA viruses	unclassified	11.183	48.8	invertebrates	1	3	3	2015/02/08	2015/11/05	Complete Genome
Aeropyrum pernix spindle-shaped virus 1	1032473	PRJNA301256	301256	unclassified archaeal viruses	unclassified	38.049	56.5	archaea	1	53	53	2011/09/19	2015/11/05	Complete Genome
Cherry small circular viroid-like RNA 1	368620	PRJNA301300	301300	unclassified viroids	Cherry small circular viroid-like RNA	0.415	44.1	plants	1	2	-	2006/07/20	2015/11/05	Complete Genome
Olive latent virus 2	33773	PRJNA14778	14778	ssRNA viruses	Bromoviridae	10.379	48.9372	plants	4	6	6	1994/02/24	2008/07/10	Complete Genome
Caprine parainfluenza virus 3	1529392	PRJNA301458	301458	ssRNA viruses	Paramyxoviridae	15.618	36	vertebrates, human	1	6	6	2015/07/11	2015/11/12	Complete Genome
Gamboa mosquito virus	1746059	PRJNA302017	302017	ssRNA viruses	unclassified	26.315	39.6	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Bat hepatovirus	1745250	PRJNA302021	302021	ssRNA viruses	Picornaviridae	7.333	36.3	vertebrates	1	1	1	2015/11/02	2016/01/05	Complete Genome
Papaya meleira virus	1497848	PRJNA302025	302025	dsRNA viruses	unclassified	8.768	31.4	plants	1	3	3	2015/11/04	2015/12/08	Complete Genome
Xingshan cricket virus	1746072	PRJNA302029	302029	ssRNA viruses	unclassified	21.779	51.2	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Shayang spider virus 4	1746062	PRJNA302033	302033	ssRNA viruses	unclassified	21.414	36.6	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Beihai barnacle viurs 1	1746057	PRJNA302019	302019	ssRNA viruses	unclassified	18.697	43	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Shrew hepatovirus	1745248	PRJNA302023	302023	ssRNA viruses	Picornaviridae	7.81	36.7	vertebrates	1	1	1	2015/11/02	2016/01/05	Complete Genome
Elephant endotheliotropic herpesvirus 4	548914	PRJNA302027	302027	dsDNA viruses, no RNA stage	Herpesviridae	205.896	55.3	vertebrates	1	120	120	2015/11/10	2015/11/12	Complete Genome
Tacheng tick virus 8	1746065	PRJNA302031	302031	ssRNA viruses	unclassified	19.537	44.1	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Wuhan aphid virus 2	1746068	PRJNA302060	302060	ssRNA viruses	unclassified	10.89	41.4774	invertebrates	4	6	6	2015/10/29	2015/11/13	Complete Genome
Sanxia water strider virus 6	1746060	PRJNA302016	302016	ssRNA viruses	unclassified	22.879	34.3	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Chicken sicinivirus JSY	1746030	PRJNA302020	302020	ssRNA viruses	Picornaviridae	9.809	55.3	vertebrates	1	1	1	2015/11/04	2015/11/12	Complete Genome
Rodent hepatovirus	1745247	PRJNA302024	302024	ssRNA viruses	Picornaviridae	7.656	36.1	vertebrates	1	1	1	2015/11/02	2016/01/05	Complete Genome
Xinzhou spider virus 2	1746073	PRJNA302028	302028	ssRNA viruses	unclassified	24.521	42.3	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Shuangao lacewing virus 2	1746064	PRJNA302032	302032	ssRNA viruses	unclassified	18.554	38.2	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Bole tick virus 4	1746058	PRJNA302018	302018	ssRNA viruses	unclassified	16.248	56.1	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Hedgehog hepatovirus	1745249	PRJNA302022	302022	ssRNA viruses	Picornaviridae	6.929	36.6	vertebrates	1	1	1	2015/11/02	2016/01/05	Complete Genome
Aphis glycines virus 1	1436816	PRJNA302026	302026	unclassified viruses	unclassified	4.85	53.4	invertebrates	1	3	3	2015/11/03	2015/11/12	Complete Genome
Wenling shark virus	1746066	PRJNA302030	302030	ssRNA viruses	unclassified	9.653	55.2	vertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Shayang fly virus 4	1746061	PRJNA302034	302034	ssRNA viruses	unclassified	16.053	42.2	invertebrates	1	1	1	2015/10/29	2015/11/12	Complete Genome
Wuhan aphid virus 1	1746067	PRJNA302067	302067	ssRNA viruses	unclassified	10.992	42.5382	invertebrates	4	6	6	2015/10/29	2015/11/12	Complete Genome
Shuangao insect virus 7	1746063	PRJNA302170	302170	ssRNA viruses	unclassified	10.406	45.8874	invertebrates	4	6	6	2015/10/29	2015/11/17	Complete Genome
Wuhan cricket virus	1746070	PRJNA302261	302261	ssRNA viruses	unclassified	10.485	40.4677	invertebrates	4	6	6	2015/10/29	2015/11/17	Complete Genome
Wuhan flea virus	1746071	PRJNA302224	302224	ssRNA viruses	unclassified	10.967	45.6834	invertebrates	4	6	6	2015/10/29	2015/11/17	Complete Genome
Escherichia phage slur14	1720504	PRJNA302552	302552	dsDNA viruses, no RNA stage	Myoviridae	167.467	35.4	bacteria	1	282	272	2015/10/01	2016/03/28	Complete Genome
Escherichia phage PA2	1660365	PRJNA302553	302553	dsDNA viruses, no RNA stage	Podoviridae	63.569	50.2	bacteria	1	87	84	2015/09/29	2015/11/18	Complete Genome
Epizootic haematopoietic necrosis virus	100217	PRJNA303940	303940	dsDNA viruses, no RNA stage	Iridoviridae	127.011	54.1	vertebrates	1	100	100	2010/03/06	2015/11/24	Complete Genome
Blueberry fruit drop associated virus	1751715	PRJNA303938	303938	Retro-transcribing viruses	Caulimoviridae	9.85	41.4	plants	1	1	1	2015/11/14	2015/11/24	Complete Genome
Soybean leaf-associated gemycircularvirus 1	1719040	PRJNA303939	303939	unclassified viruses	unclassified	2.221	52.4	plants	1	2	2	2015/11/10	2015/11/24	Complete Genome
Human plasma-associated gemycircularvirus	1707330	PRJNA303113	303113	unclassified viruses	unclassified	2.272	51.8	vertebrates,human	1	3	3	2015/11/15	2015/11/24	Complete Genome
Testudinid herpesvirus 3	1561226	PRJNA297387	297387	dsDNA viruses, no RNA stage	Herpesviridae	160.358	45.9	vertebrates	1	109	110	2015/09/23	2015/12/01	Complete Genome
Botrytis cinerea negative-stranded RNA virus 1	1629671	PRJNA304422	304422	ssRNA viruses	unclassified	8.449	29.3	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Penicillium aurantiogriseum bipartite virus 1	1755754	PRJNA304898	304898	unclassified viruses	unclassified	3.912	53.9595	fungi	2	3	3	2015/11/22	2015/12/26	Complete Genome
Red clover powdery mildew-associated totivirus 7	1714368	PRJNA304902	304902	dsRNA viruses	Totiviridae	4.942	48.3	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Rabbit picornavirus	1756444	PRJNA304317	304317	ssRNA viruses	Picornaviridae	8.364	55.2	vertebrates	1	1	1	2015/11/23	2015/12/03	Complete Genome
Penicillium aurantiogriseum partiti-like virus	1755781	PRJNA304897	304897	unclassified viruses	unclassified	1.813	47	fungi	1	1	1	2015/11/22	2015/12/03	Complete Genome
Red clover powdery mildew-associated totivirus 2	1714363	PRJNA304906	304906	dsRNA viruses	Totiviridae	4.178	44.6	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Botrytis cinerea mitovirus 4	1629667	PRJNA304910	304910	ssRNA viruses	Narnaviridae	2.768	31.7	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Grapevine associated narnavirus-1	908834	PRJNA304914	304914	ssRNA viruses	Narnaviridae	2.733	31.6	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Daeseongdong virus 1	1758881	PRJNA304918	304918	unclassified viruses	unclassified	9.632	46.8	invertebrates	1	3	3	2015/11/28	2016/03/09	Complete Genome
Penicillium janczewskii chrysovirus 1	1755792	PRJNA304922	304922	dsRNA viruses	Chrysoviridae	12.045	52.312	fungi	4	4	4	2015/11/22	2016/01/07	Complete Genome
Red clover powdery mildew-associated totivirus 9	1714370	PRJNA304901	304901	dsRNA viruses	Totiviridae	5.997	50.6	protozoa	1	1	1	2015/11/25	2015/12/03	Complete Genome
Red clover powdery mildew-associated totivirus 3	1714364	PRJNA304905	304905	dsRNA viruses	Totiviridae	4.784	49.2	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Botrytis ourmiavirus	1629670	PRJNA304909	304909	ssRNA viruses	unclassified	2.903	45.8	plants	1	1	1	2015/11/29	2016/02/12	Complete Genome
Sclerotinia sclerotiorum mitovirus 3	1279099	PRJNA304913	304913	ssRNA viruses	Narnaviridae	2.617	37.1	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Daeseongdong virus 2	1758882	PRJNA304917	304917	unclassified viruses	unclassified	4.742	51.9	invertebrates	1	2	2	2015/11/28	2016/03/09	Complete Genome
Penicillium aurantiogriseum partitivirus 1	1756157	PRJNA304921	304921	dsRNA viruses	Partitiviridae	3.338	48.9276	plants	2	2	2	2015/11/22	2016/01/07	Complete Genome
Maize rough dwarf fijivirus	984915	PRJNA304521	304521	dsRNA viruses	Reoviridae	3.164	37	invertebrates, plants	1	2	2	2015/11/30	2016/03/09	Complete Genome
Penicillium aurantiogriseum foetidus-like virus	1755753	PRJNA304899	304899	unclassified viruses	unclassified	3.747	42.5	fungi	1	1	1	2015/11/22	2015/12/03	Complete Genome
Red clover powdery mildew-associated totivirus 6	1714367	PRJNA304903	304903	dsRNA viruses	Totiviridae	5.007	48.8	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Red clover powdery mildew-associated totivirus 1	1714362	PRJNA304907	304907	dsRNA viruses	Totiviridae	4.781	46.1	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Botrytis cinerea mitovirus 3	1629666	PRJNA304911	304911	ssRNA viruses	Narnaviridae	2.922	32.6	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Tomato brown rugose fruit virus	1761477	PRJNA304915	304915	ssRNA viruses	Virgaviridae	6.393	41.5	plants	1	4	4	2015/11/29	2015/12/03	Complete Genome
Tongilchon virus 1	1758878	PRJNA304919	304919	unclassified viruses	unclassified	11.343	44	invertebrates	1	5	5	2015/11/28	2016/03/09	Complete Genome
Rattus norvegicus papillomavirus 3	1756445	PRJNA304315	304315	dsDNA viruses, no RNA stage	Papillomaviridae	7.707	50.2	vertebrates	1	6	5	2015/11/23	2015/12/03	Complete Genome
Pleospora typhicola fusarivirus 1	1755785	PRJNA304896	304896	ssRNA viruses	Fusarividae	6.733	45.2	fungi	1	2	2	2015/11/22	2015/12/03	Complete Genome
Penicillium aurantiogriseum fusarivirus 1	1755752	PRJNA304900	304900	ssRNA viruses	Fusarividae	6.139	49.3	fungi	1	2	2	2015/11/22	2015/12/03	Complete Genome
Red clover powdery mildew-associated totivirus 5	1714366	PRJNA304904	304904	dsRNA viruses	Totiviridae	5.056	45.5	protozoa	1	2	2	2015/11/25	2015/12/03	Complete Genome
Diatraea saccharalis granulovirus	1675862	PRJNA304908	304908	dsDNA viruses, no RNA stage	Baculoviridae	98.392	34.9	invertebrates	1	125	125	2015/11/30	2015/12/03	Complete Genome
Botrytis cinerea mitovirus 2	1629665	PRJNA304912	304912	ssRNA viruses	Narnaviridae	2.497	31.6	fungi	1	1	1	2015/11/29	2015/12/03	Complete Genome
Imjin River virus 1	1758883	PRJNA304916	304916	unclassified viruses	unclassified	11.877	43.4	invertebrates	1	3	3	2015/11/28	2016/03/09	Complete Genome
Ustilaginoidea virens RNA virus 5	1756615	PRJNA304920	304920	dsRNA viruses	Totiviridae	5.221	61.4	fungi	1	2	2	2015/11/30	2015/12/03	Complete Genome
Mycobacterium phage Obama12	1445715	PRJNA240046	240046	dsDNA viruses, no RNA stage	Siphoviridae	51.797	64	bacteria	1	89	89	2014/01/19	2014/03/04	Complete Genome
Sucra jujuba nucleopolyhedrovirus	1563660	PRJNA305153	305153	dsDNA viruses, no RNA stage	Baculoviridae	135.952	38.7	invertebrates	1	131	131	2014/10/29	2015/12/08	Complete Genome
Pan troglodytes verus polyomavirus 8	1762023	PRJNA305160	305160	dsDNA viruses, no RNA stage	Polyomaviridae	5.163	38.1	vertebrates	1	6	6	2015/12/02	2016/03/16	Complete Genome
Actinidia virus X	1331744	PRJNA305432	305432	ssRNA viruses	Alphaflexiviridae	6.888	51.3	plants	1	6	6	2015/12/07	2016/02/05	Complete Genome
Rat bufavirus SY-2015	1763507	PRJNA305765	305765	ssDNA viruses	Parvoviridae	4.634	38.1	vertebrates	1	3	3	2015/12/05	2015/12/11	Complete Genome
Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]	983437	PRJNA72721	72721	ssDNA viruses	Geminiviridae	2.605	45.4	plants	1	2	2	2011/02/15	2015/10/20	Complete Genome
Pseudomonas phage C11	1735586	PRJNA306230	306230	dsDNA viruses, no RNA stage	Myoviridae	94.109	49.4	bacteria	1	184	172	2015/10/25	2015/12/17	Complete Genome
Enterococcus phage vB_IME197	1747326	PRJNA306278	306278	dsDNA viruses, no RNA stage	Siphoviridae	41.307	34	bacteria	1	70	70	2015/11/24	2015/12/17	Complete Genome
Mycobacterium phage Pepe	1735466	PRJNA306282	306282	dsDNA viruses, no RNA stage	Siphoviridae	50.515	64	bacteria	1	86	86	2015/10/31	2015/12/17	Complete Genome
Acinetobacter phage vB_AbaP_PD-6A3	1701807	PRJNA306286	306286	dsDNA viruses, no RNA stage	Podoviridae	41.563	39.5	bacteria	1	48	48	2015/11/03	2015/12/17	Complete Genome
Mycobacterium phage Apizium	1673886	PRJNA306290	306290	dsDNA viruses, no RNA stage	Siphoviridae	68.227	66.4	bacteria	1	100	100	2015/07/05	2015/12/17	Complete Genome
Salmonella phage SEN34	1647463	PRJNA306294	306294	dsDNA viruses, no RNA stage	Podoviridae	40.74	49.9	bacteria	1	63	63	2015/09/23	2015/12/17	Complete Genome
Sinorhizobium phage phiM9	1636182	PRJNA306298	306298	dsDNA viruses, no RNA stage	Myoviridae	149.218	49.8	bacteria	1	271	271	2015/04/29	2015/12/17	Complete Genome
Mycobacterium phage Badfish	1458710	PRJNA306302	306302	dsDNA viruses, no RNA stage	Siphoviridae	69.03	66.5	bacteria	1	102	102	2014/04/02	2015/12/17	Complete Genome
Klebsiella phage vB_Kp2	1701805	PRJNA306342	306342	dsDNA viruses, no RNA stage	Podoviridae	43.963	53.8	bacteria	1	58	58	2015/10/25	2015/12/17	Complete Genome
Shigella phage Ss-VASD	1675531	PRJNA306346	306346	dsDNA viruses, no RNA stage	Podoviridae	62.851	50.1	bacteria	1	74	74	2015/07/05	2015/12/17	Complete Genome
Acinetobacter phage phiAB1	691318	PRJNA306350	306350	dsDNA viruses, no RNA stage	Podoviridae	41.526	39.1	bacteria	1	46	46	2010/11/20	2015/12/17	Complete Genome
Pseudomonas phage YMC11/02/R656	1755689	PRJNA306354	306354	dsDNA viruses, no RNA stage	Siphoviridae	60.919	58.7	bacteria	1	114	113	2015/11/29	2015/12/17	Complete Genome
Salmonella phage f18SE	1611545	PRJNA274999	274999	dsDNA viruses, no RNA stage	Siphoviridae	41.868	49.8	bacteria	1	53	53	2015/08/18	2015/12/17	Complete Genome
Mycobacterium phage ShiVal	1296647	PRJNA306276	306276	dsDNA viruses, no RNA stage	Siphoviridae	68.355	66.5	bacteria	1	101	101	2013/03/31	2015/12/17	Complete Genome
Mycobacterium phage Cabrinians	1739967	PRJNA306280	306280	dsDNA viruses, no RNA stage	Siphoviridae	56.669	61.2	bacteria	1	101	101	2015/11/07	2016/03/09	Complete Genome
Streptococcus phage A25	1701850	PRJNA306284	306284	dsDNA viruses, no RNA stage	Podoviridae	33.9	38.4	bacteria	1	46	46	2015/09/23	2015/12/17	Complete Genome
Arthrobacter phage Decurro	1698361	PRJNA306288	306288	dsDNA viruses, no RNA stage	Siphoviridae	15.524	60.2	bacteria	1	25	25	2015/09/23	2015/12/17	Complete Genome
Gordonia phage GTE6	1647474	PRJNA306292	306292	dsDNA viruses, no RNA stage	Podoviridae	56.982	67.8	bacteria	-	86	86	2015/08/17	2015/12/17	Complete Genome
Gordonia phage GMA7	1647286	PRJNA306296	306296	dsDNA viruses, no RNA stage	Podoviridae	73.419	56.6	bacteria	1	102	101	2015/08/17	2015/12/17	Complete Genome
Mycobacterium phage Eremos	1527494	PRJNA306300	306300	dsDNA viruses, no RNA stage	Siphoviridae	68.472	66.5	bacteria	1	99	99	2014/09/09	2015/12/17	Complete Genome
Pseudomonas phage vB_PaeS_PM105	1743016	PRJNA306340	306340	dsDNA viruses, no RNA stage	Siphoviridae	39.593	63.1	bacteria	1	56	56	2015/11/17	2016/02/13	Complete Genome
Mycobacterium phage Phlei	1690684	PRJNA306344	306344	dsDNA viruses, no RNA stage	Podoviridae	50.418	60.1	bacteria	1	81	81	2015/10/19	2016/01/05	Complete Genome
Edwardsiella phage PEi20	1608310	PRJNA306348	306348	dsDNA viruses, no RNA stage	Myoviridae	177.643	40.6	bacteria	1	305	301	2015/02/04	2015/12/27	Complete Genome
Streptococcus phage T12	35344	PRJNA306352	306352	dsDNA viruses, no RNA stage	Podoviridae	37.976	38.1	bacteria	1	65	65	2014/10/29	2015/12/17	Complete Genome
Klebsiella phage vB_KpnP_KpV41	1747282	PRJNA306356	306356	dsDNA viruses, no RNA stage	Podoviridae	44.203	54	bacteria	1	55	55	2015/11/24	2015/12/17	Complete Genome
Cronobacter phage PBES 02	1684115	PRJNA290132	290132	dsDNA viruses, no RNA stage	Myoviridae	149.732	50.7	bacteria	1	283	270	2015/08/18	2015/12/17	Complete Genome
Escherichia phage phi191	1458706	PRJNA306275	306275	dsDNA viruses, no RNA stage	Podoviridae	61.035	50.2	bacteria	1	87	87	2014/10/19	2015/12/17	Complete Genome
Hydrogenobaculum phage 1	1732176	PRJNA306050	306050	dsDNA viruses, no RNA stage	unclassified	19.351	38.2	bacteria	1	26	26	2015/10/02	2015/12/17	Complete Genome
Enterobacteria phage VT2phi_272	936054	PRJNA306277	306277	dsDNA viruses, no RNA stage	Podoviridae	65.955	50.1	bacteria	1	88	83	2010/12/26	2015/12/17	Complete Genome
Mycobacterium phage Sparkdehlily	1739966	PRJNA306281	306281	dsDNA viruses, no RNA stage	Siphoviridae	56.275	61.2	bacteria	1	111	111	2015/11/07	2015/12/17	Complete Genome
Acinetobacter phage vB_AbaP_PD-AB9	1701808	PRJNA306285	306285	dsDNA viruses, no RNA stage	Podoviridae	40.938	39.3	bacteria	1	48	48	2015/11/03	2015/12/17	Complete Genome
Klebsiella phage JD18	1698360	PRJNA306289	306289	dsDNA viruses, no RNA stage	Myoviridae	166.313	39.6	bacteria	1	278	278	2015/08/18	2015/12/17	Complete Genome
Salmonella phage SEN5	1647466	PRJNA306293	306293	dsDNA viruses, no RNA stage	Myoviridae	33.508	53.4	bacteria	1	49	49	2015/09/23	2015/12/17	Complete Genome
Gordonia phage GMA3	1647284	PRJNA306297	306297	dsDNA viruses, no RNA stage	Podoviridae	77.779	51.3	bacteria	1	104	104	2015/08/17	2015/12/17	Complete Genome
Mycobacterium phage Swish	1458715	PRJNA306301	306301	dsDNA viruses, no RNA stage	Siphoviridae	68.735	66.5	bacteria	1	103	103	2014/04/07	2015/12/17	Complete Genome
Yersinia phage vB_YenP_AP10	1735591	PRJNA306341	306341	dsDNA viruses, no RNA stage	Podoviridae	39.235	51.8	bacteria	1	47	47	2015/10/31	2015/12/17	Complete Genome
Mycobacterium phage Pops	1675554	PRJNA306345	306345	dsDNA viruses, no RNA stage	Siphoviridae	68.367	66.6	bacteria	1	99	99	2015/08/09	2015/12/17	Complete Genome
Streptococcus phage Str-PAP-1	1589270	PRJNA306349	306349	dsDNA viruses, no RNA stage	Podoviridae	36.595	35.3	bacteria	1	57	57	2015/01/18	2015/12/17	Complete Genome
Pseudomonas phage PPPL-1	1755692	PRJNA306353	306353	dsDNA viruses, no RNA stage	Podoviridae	41.149	57	bacteria	1	49	49	2015/11/24	2015/12/17	Complete Genome
Klebsiella phage vB_KpnM_KB57	1719140	PRJNA306364	306364	dsDNA viruses, no RNA stage	Myoviridae	142.987	44.6	bacteria	1	261	245	2015/11/07	2015/12/27	Complete Genome
Enterococcus phage vB_IME195	1747288	PRJNA306279	306279	dsDNA viruses, no RNA stage	Podoviridae	18.607	33.2	bacteria	1	27	27	2015/11/24	2015/12/17	Complete Genome
Rhodococcus phage CosmicSans	1701851	PRJNA306283	306283	dsDNA viruses, no RNA stage	Siphoviridae	46.596	58.5	bacteria	1	69	66	2015/08/23	2015/12/17	Complete Genome
Staphylococcus phage phiJB	1698421	PRJNA306287	306287	dsDNA viruses, no RNA stage	Siphoviridae	43.012	34.7	bacteria	1	70	70	2015/10/29	2016/02/05	Complete Genome
Gordonia phage GTE8	1647475	PRJNA306291	306291	dsDNA viruses, no RNA stage	Podoviridae	67.617	66	bacteria	-	94	94	2015/08/17	2015/12/17	Complete Genome
Salmonella phage SEN22	1647458	PRJNA306295	306295	dsDNA viruses, no RNA stage	Podoviridae	41.337	47.8	bacteria	1	57	54	2015/09/23	2015/12/17	Complete Genome
Cyanophage P-TIM40	1589733	PRJNA306299	306299	dsDNA viruses, no RNA stage	Myoviridae	188.632	40.7	bacteria	1	236	235	2015/02/14	2015/12/17	Complete Genome
Propionibacterium phage PA1-14	1747271	PRJNA306339	306339	dsDNA viruses, no RNA stage	Siphoviridae	29.407	53.9	bacteria	1	45	45	2015/11/07	2015/12/17	Complete Genome
Klebsiella phage vB_Kp1	1701804	PRJNA306343	306343	dsDNA viruses, no RNA stage	Podoviridae	40.114	53.3	bacteria	1	47	47	2015/10/25	2015/12/17	Complete Genome
Delftia phage IME-DE1	1647385	PRJNA306347	306347	dsDNA viruses, no RNA stage	Podoviridae	38.084	60.4	bacteria	1	48	48	2015/05/16	2015/12/17	Complete Genome
Mycobacterium phage Colbert	663553	PRJNA306351	306351	dsDNA viruses, no RNA stage	Siphoviridae	67.774	66.5	bacteria	1	100	100	2009/09/10	2015/12/17	Complete Genome
Mycobacterium phage Iracema64	1755681	PRJNA306355	306355	dsDNA viruses, no RNA stage	Siphoviridae	51.637	64	bacteria	1	88	88	2015/11/24	2015/12/17	Complete Genome
Enterobacter phage phiEap-2	1701257	PRJNA285508	285508	dsDNA viruses, no RNA stage	Podoviridae	40.491	52	bacteria	1	63	63	2015/08/29	2015/12/17	Complete Genome
Mycobacterium phage LadyBird	1718166	PRJNA306786	306786	dsDNA viruses, no RNA stage	Siphoviridae	53.141	63.5	bacteria	1	97	96	2015/09/23	2015/12/27	Complete Genome
Mannheimia phage vB_MhS_587AP2	1572745	PRJNA306787	306787	dsDNA viruses, no RNA stage	Siphoviridae	48.594	41.3	bacteria	1	79	77	2015/09/08	2015/12/27	Complete Genome
Mycobacterium phage Baee	1647306	PRJNA306892	306892	dsDNA viruses, no RNA stage	Siphoviridae	70.27	67.6	bacteria	1	96	96	2015/05/06	2015/12/27	Complete Genome
unidentified phage	38018	PRJNA277058	277058	unclassified phages	unclassified	80.149	35.9	bacteria	2	123	123	2015/09/23	2016/01/05	Complete
Synechococcus phage S-CBP42	461711	PRJNA307875	307875	dsDNA viruses, no RNA stage	Podoviridae	45.218	54.6	bacteria	1	57	51	2014/10/24	2016/01/05	Complete Genome
Okra leaf curl Oman virus	1241370	PRJNA307870	307870	ssDNA viruses	Geminiviridae	2.788	44.3	plants	1	6	6	2013/01/07	2016/01/05	Complete Genome
Camel alphacoronavirus	1699095	PRJNA306529	306529	ssRNA viruses	Coronaviridae	27.395	38.4	vertebrates	1	7	7	2015/12/17	2016/01/05	Complete Genome
Pseudomonas phage DL60	1640970	PRJNA307055	307055	dsDNA viruses, no RNA stage	Myoviridae	66.103	54.9	bacteria	1	89	89	2015/05/06	2016/03/16	Complete Genome
Paenibacillus phage Harrison	1636257	PRJNA307065	307065	dsDNA viruses, no RNA stage	Siphoviridae	44.249	40.2	bacteria	1	84	84	2015/08/24	2016/03/11	Complete Genome
Mycobacterium phage Quico	1675555	PRJNA307201	307201	dsDNA viruses, no RNA stage	Siphoviridae	58.671	61.7	bacteria	1	112	112	2015/08/09	2016/01/05	Complete Genome
Salmonella phage Shivani	1572715	PRJNA307512	307512	dsDNA viruses, no RNA stage	Siphoviridae	120.098	38.8	bacteria	1	180	171	2014/12/29	2016/01/05	Complete Genome
Anellovirus PRA4	461126	PRJNA307587	307587	ssDNA viruses	Anelloviridae	2.065	53.3	vertebrates, human	1	1	1	2015/12/31	2016/01/05	Complete Genome
Bacillus phage BMBtpLA	1445809	PRJNA307686	307686	dsDNA viruses, no RNA stage	Siphoviridae	47.732	35.8	bacteria	1	75	75	2014/12/31	2016/01/05	Complete Genome
Mycobacterium phage Brusacoram	1698358	PRJNA307687	307687	dsDNA viruses, no RNA stage	Siphoviridae	47.618	67	bacteria	1	78	78	2015/08/18	2016/01/05	Complete Genome
Brevibacillus phage Sundance	1691958	PRJNA307688	307688	dsDNA viruses, no RNA stage	Siphoviridae	134.27	35.5	bacteria	1	194	194	2015/08/29	2016/01/05	Complete Genome
Mycobacterium phage Equemioh13	1555201	PRJNA307707	307707	dsDNA viruses, no RNA stage	Siphoviridae	53.042	63.5	bacteria	1	97	96	2014/10/13	2016/01/05	Complete Genome
Mycobacterium phage Bipolar	1551711	PRJNA307708	307708	dsDNA viruses, no RNA stage	Siphoviridae	58.985	61.4	bacteria	1	106	106	2014/10/13	2016/01/05	Complete Genome
Mycobacterium phage Abrogate	1551710	PRJNA307709	307709	dsDNA viruses, no RNA stage	Siphoviridae	52.53	63.8	bacteria	1	91	91	2014/10/13	2016/01/05	Complete Genome
Pseudomonas phage vB_PaeM_PS24	1542092	PRJNA307710	307710	dsDNA viruses, no RNA stage	Myoviridae	84.583	54.7	bacteria	1	156	153	2015/08/31	2016/01/05	Complete Genome
